,date,start,end,type,no,no_sub,memo,pos_start,pos_end,source,who
162,2020-02-03,,,6,不详,,在大荔站与段某某（陌生人）拼出租车回澄（车身黄色，车牌号不详）,大荔站,韦庄三岔路口,https://mp.weixin.qq.com/s?__biz=MjM5MjAxNDM4MA==&mid=2666296378&idx=2&sn=48dfb6f8625c429bc163e679c4363ad0,人民日报
163,2020-02-03,,,6,黑CT5683,,1人确诊,牡丹江红旗医院,康安医院,https://view.inews.qq.com/a/20200209A0JVWH00?uid=news_news_antip&app=newslite,牡丹江电视台
164,2020-02-03,,,6,陕ET2468,渭南,1人确诊,同州路,东环路,https://weibo.com/6072764925/ItQDDbh7I?type=comment#_rnd1581565459922,渭南同城
165,2020-02-03,,,6,辽PTQ305,,1人确诊,杨家杖子经济开发区河西B区,连山区人民医院,https://baijiahao.baidu.com/s?id=1658662656654536924&wfr=spider&for=pc,辽宁日报
166,2020-02-03,,,6,方正县,,1人确诊,方正镇前进街同庆小区,泰康人寿保险公司,https://mp.weixin.qq.com/s?src=11&timestamp=1581744774&ver=2159&signature=8xFoY69BDutMTBDGgbXZ*EOCAezL6atoKqivw8WTembc6UN19J1wtjj9vmq-b1JshJU1ZsVIC4*tlebAQkavAOBrEZRwroTy79yj465KtCPyPNtKNW07axYc-w2vX5wt&new=1,哈尔滨发布
167,2020-02-03,,,6,湘AT8316,,不详,雨花区都市馨园小区,长沙市中心医院,https://baijiahao.baidu.com/s?id=1658156913665930923&wfr=spider&for=pc,长沙发布
168,2020-02-03,,,6,陕E9819G,,12时30分,,,https://view.inews.qq.com/a/20200210A0SLO500?uid=,映象网
169,2020-02-02,,,1,MF826,,,巴黎,长乐机场,http://www.taihainet.com/news/fujian/gcdt/2020-02-06/2352840_2.html,台海网
170,2020-02-02,,,1,CZ3013,,座位：34H，34J,大连,台湾,https://weibo.com/3260025321/It5DKhJau?refer_flag=1001030103_&type=comment#_rnd1581055651380,新浪大连
171,2020-02-02,,,1,HU7685,,,海南,郑州,https://m.weibo.cn/status/4472262763622538?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,郑州发布
172,2020-02-02,,,2,G6155,11号车厢,,怀化南,珠海,https://m.weibo.cn/status/4471440008589231?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,长沙警事
173,2020-02-02,,,2,G6033,6车厢,1人确诊,岳阳东,深圳北,http://news.163.com/20/0218/08/F5LFU19K00019K82.html,衡阳晚报
174,2020-02-02,,,2,K5614,,人确诊,杭州,阜阳,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,安徽网
175,2020-02-02,,,2,K4132,,1人确诊,阜阳,北京,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,安徽网
176,2020-02-02,,,2,G6511,11车厢,1人确诊,长沙南,中山,http://www.hnmsw.com/show_article_121027.html,红网
177,2020-02-02,,,2,K446/K447,11号车厢,,深圳,西安,https://baijiahao.baidu.com/s?id=1658674579154803542&wfr=spider&for=pc,西安日报
178,2020-02-02,,,2,G419,8车厢,1人确诊,杭州东,宁波,https://new.qq.com/omn/20200212/20200212A0RTQL00.html,浙江新闻
179,2020-02-02,,,2,C7514,,安检员确诊,小金口站,西湖东站,https://m.weibo.cn/5774515251/4470497268405785,惠州市卫生健康局
180,2020-02-02,,,2,K446,11车厢,1人确诊,深圳,西安,https://china.huanqiu.com/article/9CaKrnKppHq,陕西都市快报
181,2020-02-02,,,2,K447,11车厢,1人确诊,深圳,西安,https://china.huanqiu.com/article/9CaKrnKppHq,陕西都市快报
182,2020-02-02,,,2,G1924,,11时34分至19时09分,,,https://view.inews.qq.com/a/20200210A0SLO500?uid=,映象网
183,2020-02-02,,,3,惠州C7514轻轨；,,1人确诊,小金口站,西湖东站,https://baijiahao.baidu.com/s?id=1658147298700722231&wfr=spider&for=pc,惠州电视台
184,2020-02-02,,,3,惠州C7514轻轨,,1人确诊,小金口站,西湖东站,http://view.inews.qq.com/a/20200210A0NGKZ00,南方都市报
185,2020-02-02,,,4,陕AT5572,2:09,,航天大道,竹笆,https://m.weibo.cn/status/4471544975543815?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,魅力碑林
186,2020-02-02,,,5,西安239路,,1人确诊,永宁门,航天大道西口,https://weibo.com/1915671961/IucI9EbHw?refer_flag=1001030103_&type=comment#_rnd1581738877786,陕西都市快报
187,2020-02-02,,,5,哈尔滨107路公交车,,1人确诊,和兴路,哈尔滨站,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,东北网
188,2020-02-02,,,5,西安603路,,1人确诊,电视塔,钟楼站,https://weibo.com/1915671961/IucI9EbHw?refer_flag=1001030103_&type=comment#_rnd1581738877786,陕西都市快报
189,2020-02-02,,,5,哈尔滨64路公交车,,1人确诊,哈尔滨站,和兴路,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,东北网
190,2020-02-02,,,5,深圳市377路公交车,,患者为公交车跟班及驾驶员，途径福田交通枢纽,西湖宾馆站,百鸽笼站,https://weibo.com/2803301701/It4a9cSQI?refer_flag=1001030103_&type=comment#_rnd1581055320529,人民日报
191,2020-02-02,,,5,深圳377路,,1人确诊,福田交通枢纽,百鸽笼站,https://baijiahao.baidu.com/s?id=1657842659833110513&wfr=spider&for=pc,环球网
192,2020-02-02,,,5,西安239路公交车,,到胸科医院,永宁门,航天大道西口,https://weibo.com/3757167087/Iu37npSwY?refer_flag=1001030103_&type=comment,西安发布
193,2020-02-02,,,5,西安603路公交车,,,电视塔,钟楼站,https://weibo.com/3757167087/Iu37npSwY?refer_flag=1001030103_&type=comment,西安发布
194,2020-02-02,,,5,粤B00045D),深圳377路,1人疑似,不详,不详,https://view.inews.qq.com/a/20200207A0OWHP00?uid=news_news_antip&app=newslite, 光明网
195,2020-02-02,,,5,粤B01326D,深圳377路,1人疑似,不详,不详,https://view.inews.qq.com/a/20200207A0OWHP00?uid=news_news_antip&app=newslite, 光明网
196,2020-02-02,,,5,西安公交603路,,,电视塔,钟楼站,https://m.weibo.cn/1970832281/4471586440875265,西安市碑林区疫情防控指挥部
197,2020-02-02,,,5,西安公交239路,,,航天大道西口,胸科医院,https://m.weibo.cn/1970832281/4471586440875265,西安市碑林区疫情防控指挥部
198,2020-02-02,,,5,哈尔滨64路,,1人确诊,哈尔滨站,和兴路,https://baijiahao.baidu.com/s?id=1658144579716421013&wfr=spider&for=pc,东北网
199,2020-02-02,,,6,陕AT2209,,患者在三桥街道建章尚品小区附近下车,,三桥街道建章尚品小区附近,https://weibo.com/3757167087/Itz0B1wuO?refer_flag=1001030103_&type=comment#_rnd1581412857371,西安发布，西咸新区沣东新城疫情防控指挥部
200,2020-02-02,,,6,湘A35819,,,浪琴湾清水小区,航天医院,https://weibo.com/2739211877/ItjiH1Gtm?type=comment#_rnd1581948785888,湖南卫视新闻联播
201,2020-02-02,,,6,湘AE31P0,,,浪琴湾清水小区,航天医院,https://weibo.com/2739211877/ItjiH1Gtm?type=comment#_rnd1581948785888,湖南卫视新闻联播
202,2020-02-02,,,6,黑AE888Z,,网约车,南极国际小区,哈尔滨传染病院,https://mp.weixin.qq.com/s/RPfahGQ_Gg483fv3Bah4BQ,人民日报
203,2020-02-02,,,6,赣BX6905,赣州,1人确诊,不详,不详,http://www.gkdw.gov.cn/n534485/c29944607/content.html,赣州开发区党务公开网
204,2020-02-02,,,6,辽B22T08,,,,大连机场,https://mp.weixin.qq.com/s/LarMiXy5Aq3DnyODDoUrlA,新闻大连
205,2020-02-02,,,6,吉AY4112,长春,不详,不详,不详,https://view.inews.qq.com/a/20200215A04LBK00?uid=news_news_antip&app=newslite,新文化报
206,2020-02-01,,,1,Y87582,,长航Y87582 1人确诊,郑州,三亚,https://view.inews.qq.com/a/20200214A0PAWZ00?uid=news_news_antip&app=newslite,海南在线
207,2020-02-01,,,1,CZ6203,,南航CZ6203 1人确诊,太平机场,北京,https://baijiahao.baidu.com/s?id=1658065624228261837&wfr=spider&for=pc,央广网
208,2020-02-01,,,2,G6105,6车厢,1人确诊,岳阳东,广州南,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
209,2020-02-01,,,2,K325,15号车厢,座位：0091,郴州,广州,https://weibo.com/2803301701/ItrrukNIJ?refer_flag=1001030103_&type=comment#_rnd1581305952819,人民日报
210,2020-02-01,,,2,K3259,15车厢,不详,郴州,广州北,https://baijiahao.baidu.com/s?id=1658066879309019343&wfr=spider&for=pc,红星新闻
211,2020-02-01,,,2,G6072,8车厢,不详,福田,郴州西,https://baijiahao.baidu.com/s?id=1658066879309019343&wfr=spider&for=pc,红星新闻
212,2020-02-01,,,2,K147,,1人确诊,北京西,阜阳,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,安徽网
213,2020-02-01,,,2,K15,12车厢,1人确诊,达州,渠县,https://new.qq.com/omn/20200211/20200211A0ML7600.html,幸福渠县
214,2020-02-01,,,2,K5613,,1人确诊,阜阳,杭州,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,安徽网
215,2020-02-01,,,2,K1072,8号车厢,,宿松,合肥,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,人民日报
216,2020-02-01,,,2,D11,4号车厢,,北京,唐山,https://mp.weixin.qq.com/s/_DWkRVmiNyne5Ui1k-l7TA,人民日报
217,2020-02-01,,,2,G309,12号车厢,患者曾于1月23日、25日、26日与河南确诊患者就餐,郑州东站,重庆北站,https://mp.weixin.qq.com/s/7M6OLFXifmEH532Nny1oCw,大渝网
218,2020-02-01,,,2,G6654,6号车厢,患者曾于1月23日、25日、26日与河南确诊病例就餐,河南周口东站,郑州东站,https://mp.weixin.qq.com/s/7M6OLFXifmEH532Nny1oCw,大渝网
219,2020-02-01,,,2,C7573,,安检员确诊,西湖东站,小金口,https://m.weibo.cn/5774515251/4470497268405785,惠州市卫生健康局
220,2020-02-01,,,2,G1942,,15时50分至23时23分,,,https://view.inews.qq.com/a/20200210A0SLO500?uid=,映象网
221,2020-02-01,,,2,G6012,2号车厢,,深圳北,长沙南,https://m.weibo.cn/status/4471813419115671?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,湖南疾控
222,2020-02-01,,,3,惠州C7573轻轨,,1人确诊,西湖东站,小金口站,https://baijiahao.baidu.com/s?id=1658147298700722231&wfr=spider&for=pc,惠州电视台
223,2020-02-01,,,3,重庆轻轨3号线,,,重庆北站南广场站,金主轻轨站,https://mp.weixin.qq.com/s/7M6OLFXifmEH532Nny1oCw,大渝网
224,2020-02-01,,,3,重庆轻轨10号线,,,重庆北站北广场站,重庆北站南广场站,https://mp.weixin.qq.com/s/7M6OLFXifmEH532Nny1oCw,大渝网
225,2020-02-01,,,4,琼AD23689,9:53,,,人民医院,http://www.hkwb.net/news/content/2020-02/09/content_3845068.htm,海口网
226,2020-02-01,,,4,津KFC390),天津,1人确诊,强宜里小区,镜湖花园小区,https://view.inews.qq.com/a/20200214A091PS00?uid=news_news_antip&app=newslite,人民日报
227,2020-02-01,,,4,陕A5R90B,,,,,https://m.weibo.cn/status/4469727885540362?openApp=1&lfid=sougousousuo_9999_01&wm=90091_90002&download=0,西部网
228,2020-02-01,,,5,B13路,,2月1日10时乘公交车B13路到郑州中心医院就诊,司机家里,郑州中心医院,http://m.henan.gov.cn/2020/02-05/1288205.html,河南省人民政府
229,2020-02-01,,,5,B12路,,2月1日12时乘公交车B12路回家,郑州中心医院,司机家里,http://m.henan.gov.cn/2020/02-05/1288205.html,河南省人民政府
230,2020-02-01,,,5,B13路(豫ATV968司机乘坐),,2月1日10时乘公交车B13路到郑州中心医院就诊,司机家里,郑州中心医院,http://m.henan.gov.cn/2020/02-05/1288205.html,河南省人民政府
231,2020-02-01,,,5,B12路(豫ATV968司机乘坐),,2月1日12时乘公交车B12路回家,郑州中心医院,司机家里,http://m.henan.gov.cn/2020/02-05/1288205.html,河南省人民政府
232,2020-02-01,,,5,郑州公交B12路,,,郑州中心医院,九龙国际,https://m.weibo.cn/5684032842/4471453564603515,人民日报
233,2020-02-01,,,5,陕西省西咸新区公交1120路,,,三桥街道新店小区附近,华润万象城附近,https://weibo.com/3757167087/Itz0B1wuO?refer_flag=1001030103_&type=comment#_rnd1581412857371,西安发布，西咸新区沣东新城疫情防控指挥部
234,2020-02-01,,,5,湘潭公交117路,,,广云路口,莲城步行街北,https://m.weibo.cn/1886099274/4470082564875273,湘潭晚报
235,2020-02-01,,,5,西安1120路,,1人确诊,三桥街道新店小区,华润万象城,http://www.xxfd.gov.cn/info/iList.jsp?&tm_id=48&info_id=278318,西咸新区
236,2020-02-01,,,5,湘潭117路,,1人确诊,广云路口,莲城步行街北,https://baijiahao.baidu.com/s?id=1658079434900793139&wfr=spider&for=pc,湖南红网湘潭站
237,2020-02-01,,,5,大连541路,,1人确诊,长春路站,大连火车站,http://epb.dl.gov.cn/Common/View.aspx?mid=12&id=40388,大连市环境保护局
238,2020-02-01,,,5,郑州市B12路公交车,,一名乘客患病,,中原区冉屯路九龙国际,https://weibo.com/1061434243/IsMHdhbuK?refer_flag=1001030103_&type=comment&display=0&retcode=6102,共青团鹤壁市委
239,2020-02-01,,,5,郑州市B13路公交车,,一名乘客患病,,郑州中心医院,https://weibo.com/1061434243/IsMHdhbuK?refer_flag=1001030103_&type=comment&display=0&retcode=6102,共青团鹤壁市委
240,2020-02-01,,,5,重庆32路,,1人确诊,太白街道天仙湖棕榈长滩,江南新区重报中心,https://www.sohu.com/a/374624601_120206865,平湖本宝地
241,2020-02-01,,,5,哈尔滨376路,,1人确诊,延兴路站,125中站,http://wsjkw.hlj.gov.cn/index.php/Home/News/show/newsid/7927/navid/31/id/,黑龙江省卫生与健康委员会
242,2020-02-01,,,5,哈尔滨37路,,1人确诊,不详,振兴街80号,http://wsjkw.hlj.gov.cn/index.php/Home/News/show/newsid/7927/navid/31/id/,黑龙江省卫生与健康委员会
243,2020-02-01,,,5,郑州B13路,,1人确诊,九龙国际,郑州中心医院,https://baijiahao.baidu.com/s?id=1657771058946506042&wfr=spider&for=pc,中原网
244,2020-02-01,,,5,郑州B12路,,1人确诊,郑州中心医院,九龙国际,https://baijiahao.baidu.com/s?id=1657771058946506042&wfr=spider&for=pc,中原网
245,2020-02-01,,,5,西咸1120路,11:43,,新店小区,华润万象城,https://weibo.com/3757167087/Itz0B1wuO?refer_flag=1001030103_&type=comment#_rnd1581412857371,西安发布
246,2020-02-01,,,6,湘AD16785,长沙,不详,安沙镇恒广物流园A区,安沙镇卫生院,https://baijiahao.baidu.com/s?id=1658010739490973793&wfr=spider&for=pc,长沙晚报掌上长沙
247,2020-02-01,,,6,苏A61SB7,南京,1人确诊,不详,不详 ,http://www.sohu.com/a/372750783_686762,南京交通广播
248,2020-02-01,,,6,西昌,,1人确诊,金地丽都小区,西昌市人民医院,https://weibo.com/1496814565/IsCoj29mU?refer_flag=1001030103_&type=comment#_rnd1580812923483,封面新闻
249,2020-02-01,,,6,豫AD69429,,滴滴专车,鑫苑名家,河南省人民医院,https://mp.weixin.qq.com/s/vAP7K76x6btaGWiGgA8RlQ,人民日报
250,2020-02-01,,,6,黑CT6602,,,牡丹江市西安区西平安小区,牡丹江市西安区新泰锦绣城,https://mp.weixin.qq.com/s/jUmIbhkj-Jggvcx6hcc_Rw,黑龙江发布
251,2020-02-01,,,6,哈尔滨,,1人确诊,地德里小区,哈医大一院,https://view.inews.qq.com/a/20200204A0ONE100?uid=news_news_antip&app=newslite,黑龙江晨报
252,2020-02-01,,,6,渠县,,1人确诊,渠县站,地旺,https://cbgc.scol.com.cn/news/233404?app_id=cbgc,川报观察
253,2020-02-01,,,6,津KFC390,,网约车,天津北辰区普东街强宜里小区,武清区静湖花园小区门口,https://weibo.com/7040504407/ItolThRZj?refer_flag=1001030103_&type=comment#_rnd1581327919049,保定电视台新闻中心
254,2020-02-01,,,6,津HWQ085,,,武清区静湖花园小区,天津市武清区人民医院,https://weibo.com/7040504407/ItolThRZj?refer_flag=1001030103_&type=comment#_rnd1581327919049,保定电视台新闻中心
255,2020-02-01,,,6,黑CT5551,牡丹江,1人确诊,东安区怡和家园,西安区新泰锦绣城,https://view.inews.qq.com/a/20200220A0HHEX00?uid=news_news_antip&app=newslite,新闻夜航
256,2020-02-01,,,6,陕AT5993,,,西安港务大道和港兴路十字,陕西航天医院,https://m.weibo.cn/status/4471639221799548?,西北信息报
257,2020-02-01,,,6,川W41458,凉山,1人确诊,西昌金地丽都小区,凉山州第二人民医院,https://weibo.com/3427334674/IsXcYluQN?type=comment#_rnd1582015968051,凉山广播电视报
258,2020-02-01,,,6,辽B3T593,,,,大连锦绣路大商新玛特,https://mp.weixin.qq.com/s/LarMiXy5Aq3DnyODDoUrlA,新闻大连
259,2020-02-01,,,6,辽B4T263,,,大连锦绣路大商新玛特,富民广场丰明海鲜烧烤店,https://mp.weixin.qq.com/s/LarMiXy5Aq3DnyODDoUrlA,新闻大连
260,2020-02-01,,,6,辽B1T506,,,富民广场丰明海鲜烧烤店,患者家中,https://mp.weixin.qq.com/s/LarMiXy5Aq3DnyODDoUrlA,新闻大连
261,2020-02-01,,,6,蒙A295TA,呼和浩特,1人确诊,天昱自由度,医学院附属医院,http://www.baotounews.com.cn/baotouxinwen/p/678184.html,包头新闻网
262,2020-02-01,,,6,蒙AY6844,呼和浩特,1人确诊,医学院附属医院,中海蓝湾,http://www.baotounews.com.cn/baotouxinwen/p/678184.html,包头新闻网
263,2020-02-01,,,6,蒙AT765J,呼和浩特,1人确诊,中海蓝湾,城发绿园小区,http://www.baotounews.com.cn/baotouxinwen/p/678184.html,包头新闻网
264,2020-02-01,,,6,吉AZ9673,长春,不详,不详,不详,https://view.inews.qq.com/a/20200215A04LBK00?uid=news_news_antip&app=newslite,新文化报
265,2020-01-31,,,1,JD5841,,首航JD5841 1人确诊,海口,长春,http://www.changchun.gov.cn/zw_33994/yw/zwdt_74/zwdt/202002/t20200209_2078163.html,长春市人民政府
266,2020-01-31,,,1,HU7716,,海航HU7716 1人确诊,聊城,深圳,https://new.qq.com/rain/a/20200213A018QR00,齐鲁壹点
267,2020-01-31,,,1,G54856,,中航G54856 不详,老挝万象,重庆,https://baijiahao.baidu.com/s?id=1658042226604197129&wfr=spider&for=pc,国际在线
268,2020-01-31,,,2,T146,12车厢,1人确诊,南昌,北京,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
269,2020-01-31,,,2,G1012,13车厢,1人确诊,深圳北,武汉,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
270,2020-01-31,,,2,G1162,10车厢,3人确诊,广州南,武汉,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
271,2020-01-31,,,2,G1312,13车厢,1人确诊,深圳北,重庆北,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
272,2020-01-31,,,2,G1362,11车厢,1人确诊,长沙南,上海虹桥,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
273,2020-01-31,,,2,G440,,2人确诊,桂林北,郑州东,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
274,2020-01-31,,,2,G546,12车厢,1人确诊,广州南,郑州东,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
275,2020-01-31,,,2,G74,7车厢,1人确诊,深圳北,郑州东,https://www.toutiao.com/a6794127000010228238,环球网
276,2020-01-31,,,2,G9673,8车厢,1人确诊,长沙南,福田,https://society.huanqiu.com/article/9CaKrnKppfz,环球网
277,2020-01-31,,,2,K7106,5车厢,1人确诊,庆安县,哈尔滨,https://baijiahao.baidu.com/s?id=1658065624228261837&wfr=spider&for=pc,央广网
278,2020-01-31,,,2,K8415,8车厢,1人确诊,蚌埠,合肥,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,安徽网
279,2020-01-31,,,2,K8554,2车厢,1人确诊,合肥,阜阳,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,安徽网
280,2020-01-31,,,2,K148,,1人确诊,阜阳,北京西,https://baijiahao.baidu.com/s?id=1659042280681667942&wfr=spider&for=pc,安徽网
281,2020-01-31,,,2,D1912,8号车厢,高铁保洁员，服务7、8号车厢（信息的留言处有更正）,峨眉山,西安北,https://mp.weixin.qq.com/s?__biz=MjM5MjAxNDM4MA==&mid=2666296378&idx=2&sn=48dfb6f8625c429bc163e679c4363ad0,人民日报
282,2020-01-31,,,2,K448/K445,11号车厢,,西安,深圳,https://baijiahao.baidu.com/s?id=1658674579154803542&wfr=spider&for=pc,西安日报
283,2020-01-31,,,2,G1216,5车厢,不详,保定东,天津西,https://baijiahao.baidu.com/s?id=1657871709722070451&wfr=spider&for=pc,人民雄安网
284,2020-01-31,,,2,G6151,13车厢,1人确诊,怀化南,广州南,https://baijiahao.baidu.com/s?id=1658318201367109694&wfr=spider&for=pc,红网
285,2020-01-31,,,2,C7514,,安检员确诊,小金口站,西湖东站,https://m.weibo.cn/5774515251/4470497268405785,惠州市卫生健康局
286,2020-01-31,,,2,K448,11车厢,1人确诊,西安,深圳,https://china.huanqiu.com/article/9CaKrnKppHq,陕西都市快报
287,2020-01-31,,,2,K445,11车厢,1人确诊,西安,深圳,https://china.huanqiu.com/article/9CaKrnKppHq,陕西都市快报
288,2020-01-31,,,2,D1928,,12时至17时36分,,,https://view.inews.qq.com/a/20200210A0SLO500?uid=,映象网
